stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
103,103,Gordon at Kortright southbound,Gordon Street,43.522362,-80.213442,,,,,,0
104,104,Gordon at Harts southbound,Gordon Street,43.519528,-80.207687,,,,,,0
105,105,Gordon at Landsdown southbound,Gordon Street,43.518121,-80.205662,,,,,,0
106,106,Gordon at Edinburgh southbound,Gordon Street,43.516559,-80.203531,,,,,,0
107,107,Edinburgh at Carrington westbound,Edinburgh Road South,43.513616,-80.206704,,,,,,0
108,108,Edinburgh at Rickson westbound,Edinburgh Road South,43.511586,-80.209428,0,,,,,0
109,109,Edinburgh at Ginger northbound,Edinburgh Road South,43.511076,-80.213566,,,,,,0
110,110,Edinburgh at Rodgers northbound,Edinburgh Road South,43.512602,-80.218619,,,,,,0
111,111,Edinburgh at Koch northbound,Edinburgh Road South,43.516094,-80.225959,,,,,,0
112,112,Edinburgh at Laurelwood northbound,Edinburgh Road South,43.517444,-80.230402,,,,,,0
114,114,Stone at Scottsdale westbound,Stone Road West,43.515895,-80.239294,,,,,,0
115,115,176 Janefield northbound,Janefield Avenue,43.517473,-80.244803,,,,,,0
116,116,Janefield at Mason northbound,Janefield Avenue,43.51892,-80.246828,0,,,,,0
117,117,College at Vanier eastbound,College Avenue West,43.522099,-80.246057,,,,,,0
118,118,College at Lynnwood eastbound,College Avenue West,43.524333,-80.243006,,,,,,0
119,119,College at Smith eastbound,College Avenue West,43.529659,-80.235779,,,,,,0
120,120,College at MacDonald eastbound,College Avenue East,43.533559,-80.230508,,,,,,0
121,121,East Ring at Dundas southbound,East Ring Road,43.534327,-80.223817,,,,,,0
122,122,East Ring Road at Arboretum Road southbound,,43.533251,-80.22234,,,,,,0
154,154,College at Caledonia westbound,College Avenue West,43.529779,-80.23581,,,,,,0
155,155,College at Edinburgh westbound,College Avenue West,43.525008,-80.242347,,,,,,0
156,156,College at Centennial westbound,College Avenue West,43.521522,-80.24709,,,,,,0
157,157,165 Janefield southbound,Janefield Avenue,43.517936,-80.245638,,,,,,0
158,158,Janefield at Scottsdale eastbound,Janefield Avenue,43.516773,-80.241115,,,,,,0
